Naziv isplatitelja;Datum;Primatelj;Iznos na poziciji;Programska klasifikacija;Ekonomska klasifikacija;Opis
GRAD OTOČAC;15.5.2023 2:00;Adria Oil d.o.o.;198,79;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 23/0000634
GRAD OTOČAC;6.6.2023 2:00;Adria Oil d.o.o.;49,48;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 23/0000717
GRAD OTOČAC;27.6.2023 2:00;Adria Oil d.o.o.;28,79;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 23/0000828
GRAD OTOČAC;10.7.2023 2:00;Adria Oil d.o.o.;125,85;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 23/0000919
GRAD OTOČAC;26.7.2023 2:00;Adria Oil d.o.o.;28,53;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;eurodiesel 23/0001022
GRAD OTOČAC;7.9.2023 2:00;Adria Oil d.o.o.;45,01;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 23/0001346
GRAD OTOČAC;7.9.2023 2:00;Adria Oil d.o.o.;114,11;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 23/0001359
GRAD OTOČAC;15.9.2023 2:00;Adria Oil d.o.o.;63,89;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 23/0001611
GRAD OTOČAC;4.10.2023 2:00;Adria Oil d.o.o.;229,18;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 23/0001846
GRAD OTOČAC;20.10.2023 2:00;Adria Oil d.o.o.;201,51;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 23/0001999
GRAD OTOČAC;10.11.2023 1:00;Adria Oil d.o.o.;76,28;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 23/0002118
GRAD OTOČAC;10.11.2023 1:00;Adria Oil d.o.o.;51,08;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 23/0002089
GRAD OTOČAC;30.11.2023 1:00;Adria Oil d.o.o.;3266,96;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;322390 Ostali materijali za proizvodnju energije (ugljen, drva, teško ulje);lož ulje 23/0002253
GRAD OTOČAC;30.11.2023 1:00;Adria Oil d.o.o.;149,71;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 23/0002258
GRAD OTOČAC;15.12.2023 1:00;Adria Oil d.o.o.;61,09;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 11/23 23/0002326
GRAD OTOČAC;21.12.2023 1:00;Adria Oil d.o.o.;114,68;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 23/0002484
GRAD OTOČAC;9.1.2024 1:00;Adria Oil d.o.o.;181,25;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 12/23 23/0002583
GRAD OTOČAC;28.2.2024 1:00;Adria Oil d.o.o.;167,6;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 24/0000088
GRAD OTOČAC;28.2.2024 1:00;Adria Oil d.o.o.;69,55;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 24/0000065
GRAD OTOČAC;6.3.2024 1:00;Adria Oil d.o.o.;76,66;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 24/0000201
GRAD OTOČAC;12.3.2024 1:00;Adria Oil d.o.o.;4050,48;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;322390 Ostali materijali za proizvodnju energije (ugljen, drva, teško ulje);lož ulje 24/0000212
GRAD OTOČAC;16.4.2024 2:00;Adria Oil d.o.o.;114,66;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 24/0000440
GRAD OTOČAC;7.5.2024 2:00;Adria Oil d.o.o.;267,48;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 24/0000572
GRAD OTOČAC;9.5.2024 2:00;Adria Oil d.o.o.;92,81;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 24/0000591
GRAD OTOČAC;13.6.2024 2:00;Adria Oil d.o.o.;115,04;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 24/0000744
GRAD OTOČAC;4.7.2024 2:00;Adria Oil d.o.o.;184,85;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 24/0000874
GRAD OTOČAC;16.7.2024 2:00;Adria Oil d.o.o.;61,99;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 24/0000926
GRAD OTOČAC;7.8.2024 2:00;Adria Oil d.o.o.;70,15;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;GORIVO 24/0001027
GRAD OTOČAC;12.9.2024 2:00;Adria Oil d.o.o.;74,12;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 24/0001199
GRAD OTOČAC;12.9.2024 2:00;Adria Oil d.o.o.;256,82;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 24/0001200
GRAD OTOČAC;3.10.2024 2:00;Adria Oil d.o.o.;43,81;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 24/0001355
GRAD OTOČAC;11.10.2024 2:00;Adria Oil d.o.o.;1996,11;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;322390 Ostali materijali za proizvodnju energije (ugljen, drva, teško ulje);lož ulje 24/0001364
GRAD OTOČAC;11.10.2024 2:00;Adria Oil d.o.o.;165,1;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo za 09/2024 24/0001402
GRAD OTOČAC;26.11.2024 1:00;Adria Oil d.o.o.;107,19;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 24/0001617
GRAD OTOČAC;4.12.2024 1:00;Adria Oil d.o.o.;131;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 24/0001670
GRAD OTOČAC;11.12.2024 1:00;Adria Oil d.o.o.;50,05;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 24/0001769
GRAD OTOČAC;31.12.2024 1:00;Adria Oil d.o.o.;2236,98;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;322390 Ostali materijali za proizvodnju energije (ugljen, drva, teško ulje);lož ulje 24/0001871
GRAD OTOČAC;17.1.2025 1:00;Adria Oil d.o.o.;132,47;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 24/0001958
GRAD OTOČAC;17.1.2025 1:00;Adria Oil d.o.o.;48,61;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;troškovi goriva 24/0001983
GRAD OTOČAC;18.2.2025 1:00;Adria Oil d.o.o.;128,25;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo
GRAD OTOČAC;24.2.2025 1:00;Adria Oil d.o.o.;77,38;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo
GRAD OTOČAC;14.3.2025 1:00;Adria Oil d.o.o.;3686;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;322390 Ostali materijali za proizvodnju energije (ugljen, drva, teško ulje);lož ulje
GRAD OTOČAC;25.3.2025 1:00;Adria Oil d.o.o.;112,34;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 25/0000194
GRAD OTOČAC;6.5.2025 2:00;Adria Oil d.o.o.;125,93;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 25/0000490
GRAD OTOČAC;26.5.2025 2:00;Adria Oil d.o.o.;60,13;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;Gorivo - Eurosuper 95 G-POWER 25/0000574
GRAD OTOČAC;5.6.2025 2:00;Adria Oil d.o.o.;65,12;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo za 04/2025 25/0000667
GRAD OTOČAC;15.7.2025 2:00;Adria Oil d.o.o.;34,1;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;Gorivo - službeni automobil 25/0000873
GRAD OTOČAC;15.7.2025 2:00;Adria Oil d.o.o.;75,44;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;Automobilsko gorivo 15.06.-30.06.2025. 25/0000880
GRAD OTOČAC;16.7.2025 2:00;Adria Oil d.o.o.;34,1;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;Gorivo za službeni automobil 25/0000935
GRAD OTOČAC;20.8.2025 2:00;Adria Oil d.o.o.;111,66;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 25/0001035
GRAD OTOČAC;26.8.2025 2:00;Adria Oil d.o.o.;39,03;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;Eurosuper 95 G-Power 25/0001095
GRAD OTOČAC;9.9.2025 2:00;Adria Oil d.o.o.;59,56;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo za 08/2025 25/0001186
GRAD OTOČAC;22.9.2025 2:00;Adria Oil d.o.o.;70,03;A01 1002A100205 Održavanje službenih automobila;322340 Motorni benzin i dizel gorivo;gorivo 25/0001285
GRAD OTOČAC;16.7.2025 2:00;ADRIATIC osiguranje d.d.;110,23;A01 1002A100205 Održavanje službenih automobila;329210 Premije osiguranja prijevoznih sredstava;Plaćanje police osiguranja za traktor, reg: GS799DL 25/0000914
GRAD OTOČAC;16.4.2024 2:00;ADVENTURE-RAKELA d.o.o.;500;A01 1001A100101 Redovan rad Gradonačelnika;329990 Ostali nespomenuti rashodi poslovanja;knjige- 300 000 km motoavanture 24/0000450
GRAD OTOČAC;12.10.2023 2:00;Aeroklub Otočac;2463,36;A14 1012A101201 Zajednica tehničke kulture;381150 Tekuće donacije sportskim društvima;isplata zahtjeva po ugovoru 81/23 23/0001900
GRAD OTOČAC;12.12.2023 1:00;Aeroklub Otočac;913,16;A14 1012A101201 Zajednica tehničke kulture;381150 Tekuće donacije sportskim društvima;isplata zahtjeva po ug.br.81-23 23/0002286
GRAD OTOČAC;12.12.2023 1:00;Aeroklub Otočac;3750;A14 1012A101201 Zajednica tehničke kulture;381150 Tekuće donacije sportskim društvima;isplata zahtjeva po ug.br.81/23 23/0002287
GRAD OTOČAC;21.12.2023 1:00;Aeroklub Otočac;1265,36;A14 1012A101201 Zajednica tehničke kulture;381150 Tekuće donacije sportskim društvima;isplata zahtjeva po ug.81/23 23/0002488
GRAD OTOČAC;29.12.2023 1:00;Aeroklub Otočac;1582,2;A14 1012A101201 Zajednica tehničke kulture;381150 Tekuće donacije sportskim društvima;isplata zahtjeva po ug.81/23 23/0002538
GRAD OTOČAC;22.3.2024 1:00;Aeroklub Otočac;11252,75;A14 1012A101201 Zajednica tehničke kulture;381150 Tekuće donacije sportskim društvima;aeroklub, isplata po ug.51/24 24/0000322
GRAD OTOČAC;27.8.2024 2:00;Aeroklub Otočac;1983,93;A14 1012A101201 Zajednica tehničke kulture;381150 Tekuće donacije sportskim društvima;isplata po ugovoru 51/24
GRAD OTOČAC;5.6.2025 2:00;Aeroklub Otočac;5000;A14 1012A101201 Zajednica tehničke kulture;381150 Tekuće donacije sportskim društvima;za redovnu djelatnost prema ugovoru 25/0000685
GRAD OTOČAC;17.4.2025 2:00;Aeroklub Otočac;5007,14;A01 1001A100101 Redovan rad Gradonačelnika;329990 Ostali nespomenuti rashodi poslovanja;avionski benzin  za Aeroklub Otočac
GRAD OTOČAC;22.7.2022 2:00;Agrodet d.o.o.;4977,11;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;323810 Usluge ažuriranja računalnih baza;izrada i održavanje rješ. upravljanja polj. zemljištem 22/0000371
GRAD OTOČAC;27.10.2022 2:00;AGRODET EDUKACIJE;132,72;A01 1002A100001 Redovan rad Jedinstvenog upravnog odjela;321310 Seminari, savjetovanja i simpoziji;"seminar ""Konačno rješenje za državno zemljište"" 22/0002055"
GRAD OTOČAC;4.11.2021 1:00;AGRO-MILKA d.o.o.;136,97;A13 1011A100002 Tekuće održavanje sportskih objekata;323210 Usluge tekućeg i investicijskog održavanja građevinskih objekata;trava 21/0001313
GRAD OTOČAC;16.11.2021 1:00;AGRO-MILKA d.o.o.;14,47;A01 1001A100006 Održavanje opreme za redovnu djelatnost;322420 Materijal i dijelovi za tekuće i investicijsko održavanje postrojenja i opreme;cerada 21/0001465
GRAD OTOČAC;8.7.2022 2:00;AGRO-MILKA d.o.o.;133,12;A06 1034T103409 Uređenje parkova i zelenih površina na području grada;323490 Ostale komunalne usluge;travna smjesa i zemlja 22/0000959
GRAD OTOČAC;24.10.2022 2:00;AGRO-MILKA d.o.o.;36,5;A01 1002T100205 Javni radovi ( financirani od HZZ-a);322440 Ostali materijal i dijelovi za tekuće i investicijsko održavanje;roba 22/0002035
GRAD OTOČAC;29.12.2022 1:00;AGRO-MILKA d.o.o.;19,11;A01 1002T100205 Javni radovi ( financirani od HZZ-a);322440 Ostali materijal i dijelovi za tekuće i investicijsko održavanje;MATERIJAL 22/0002547
GRAD OTOČAC;3.3.2023 1:00;AGRO-MILKA d.o.o.;116,8;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;322190 Ostali materijal za potrebe redovnog poslovanja;HRANA ZA PSE 23/0000145
GRAD OTOČAC;7.9.2023 2:00;AGRO-MILKA d.o.o.;67,4;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;329990 Ostali nespomenuti rashodi poslovanja;hrana za pse 23/0001388
GRAD OTOČAC;29.12.2023 1:00;AGRO-MILKA d.o.o.;44,4;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;322190 Ostali materijal za potrebe redovnog poslovanja;hrana za pse 23/0002543
GRAD OTOČAC;9.5.2024 2:00;AGRO-MILKA d.o.o.;972,09;A08 1041A104103 Zaštita divljači;322190 Ostali materijal za potrebe redovnog poslovanja;roba 24/0000589
GRAD OTOČAC;11.12.2024 1:00;AGRO-MILKA d.o.o.;62,1;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;322190 Ostali materijal za potrebe redovnog poslovanja;hrana za pse 24/0001760
GRAD OTOČAC;26.6.2025 2:00;AGRO-MILKA d.o.o.;49;A01 1002T100205 Javni radovi ( financirani od HZZ-a);322440 Ostali materijal i dijelovi za tekuće i investicijsko održavanje;roba za javne radove 25/0000772
GRAD OTOČAC;29.6.2021 2:00;Agroproteinka d.d.;109,91;A08 1041K100001 Higijeničarska služba;323620 Veterinarske usluge;odvoz lešine 21/0000780
GRAD OTOČAC;30.7.2021 2:00;Agroproteinka d.d.;2,64;A08 1041K100001 Higijeničarska služba;323620 Veterinarske usluge;prikup lešina 21/0000921
GRAD OTOČAC;30.9.2021 2:00;Agroproteinka d.d.;28,58;A08 1041K100001 Higijeničarska služba;323620 Veterinarske usluge;prijevoz lešina 21/0001195
GRAD OTOČAC;6.5.2025 2:00;Agroproteinka d.d.;11;A08 1041A104102 Higijeničarska služba;323620 Veterinarske usluge;usluge zbrinjavanja lešina kućnih ljubimaca 25/0000529
GRAD OTOČAC;1.2.2024 1:00;AK INSTALACIJE j.d.o.o;2225;A01 1002A100208 Održavanje zgrada u vlasništvu grada;323210 Usluge tekućeg i investicijskog održavanja građevinskih objekata;pumpa
GRAD OTOČAC;25.3.2025 1:00;AK INSTALACIJE j.d.o.o;2150;A01 1002T100201 Izgradnja i dodatna ulaganja na zgradama (društveni domovi i ost. zgrade);323220 Usluge tekućeg i investicijskog održavanja postrojenja i opreme;nabava i zamjena pumpe u Knjižnizi 25/0000159
GRAD OTOČAC;29.12.2021 1:00;Akademski zbor Bazilike Srca Isusova;384,9;A12 1003A100001 Promicanje kulture i razvoj kulturnog amaterizma;381140 Tekuće donacije udrugama građana i političkim strankama;gostovanje Zbora u otočcu 21/0001774
GRAD OTOČAC;15.5.2024 2:00;AKD d.o.o.;93,25;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;329990 Ostali nespomenuti rashodi poslovanja;PONUDA 20023887, KARTICA I ČITAČ AKD KARTICA- GRAD OTOČAC
GRAD OTOČAC;27.5.2024 2:00;AKD d.o.o.;102,19;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;329990 Ostali nespomenuti rashodi poslovanja;PONUDA 20023945, CERTIFIKAT ZA UDALJENI PEČAT I POTPIS- GRAD OTOČAC
GRAD OTOČAC;1.7.2024 2:00;AKD d.o.o.;92,9;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;329990 Ostali nespomenuti rashodi poslovanja;PONUDA 20024184, CERTIFIKAT ZA UDALJENI PEČAT - GRAD OTOČAC
GRAD OTOČAC;28.12.2023 1:00;AKWOOD & SDI INTERIJERI d.o.o.;500;A01 1001A100106 Elektronski mediji i usluge promidžbe i informiranja;323390 Ostale usluge promidžbe i informiranja;medijska usluga 23/0002519
GRAD OTOČAC;16.4.2024 2:00;AKWOOD & SDI INTERIJERI d.o.o.;300;A01 1001A100106 Elektronski mediji i usluge promidžbe i informiranja;323390 Ostale usluge promidžbe i informiranja;objava uskrsne čestitke 24/0000447
GRAD OTOČAC;12.9.2024 2:00;AKWOOD & SDI INTERIJERI d.o.o.;200;A01 1001A100106 Elektronski mediji i usluge promidžbe i informiranja;323390 Ostale usluge promidžbe i informiranja;medijske usluge 24/0001210
GRAD OTOČAC;21.7.2021 2:00;Alarm Automatika d.o.o.;455,07;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323210 Usluge tekućeg i investicijskog održavanja građevinskih objekata;redovni servis sustava vatrodojave- polugodišnji paušal 21/0000905
GRAD OTOČAC;24.12.2021 1:00;Alarm Automatika d.o.o.;414,76;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323210 Usluge tekućeg i investicijskog održavanja građevinskih objekata;servis 21/0001702
GRAD OTOČAC;8.7.2022 2:00;Alarm Automatika d.o.o.;414,76;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323210 Usluge tekućeg i investicijskog održavanja građevinskih objekata;servis sustava vatrodojave polugod.paušal.- kuglana 22/0000963
GRAD OTOČAC;20.10.2022 2:00;Alarm Automatika d.o.o.;158,44;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323210 Usluge tekućeg i investicijskog održavanja građevinskih objekata;interventni servis u Kuglani 22/0002013
GRAD OTOČAC;22.12.2022 1:00;Alarm Automatika d.o.o.;414,76;A01 1002A100005 Objekt u vlasništvu Grada 'Kuglana';323210 Usluge tekućeg i investicijskog održavanja građevinskih objekata;sustav vatrodojave polug.pauš. kuglana 22/0002427
GRAD OTOČAC;10.7.2023 2:00;Alarm Automatika d.o.o.;414,76;A01 1002A100207 Objekt u vlasništvu grada - Kuglana;323210 Usluge tekućeg i investicijskog održavanja građevinskih objekata;polugodišnju servis sustava vatrodojave- kuglana 23/0000926
GRAD OTOČAC;20.12.2023 1:00;Alarm Automatika d.o.o.;414,76;A01 1002A100207 Objekt u vlasništvu grada - Kuglana;323210 Usluge tekućeg i investicijskog održavanja građevinskih objekata;plugodišnji paušal- servis vatrodojavnog sustava 23/0002454
GRAD OTOČAC;19.3.2024 1:00;Alarm Automatika d.o.o.;320,6;A01 1002A100207 Objekt u vlasništvu grada - Kuglana;323210 Usluge tekućeg i investicijskog održavanja građevinskih objekata;interventni servis- Kuglana 24/0000288
GRAD OTOČAC;3.9.2024 2:00;Alarm Automatika d.o.o.;414,76;A01 1002A100207 Objekt u vlasništvu grada - Kuglana;323210 Usluge tekućeg i investicijskog održavanja građevinskih objekata;redovni servis vatrodojave- Kuglana 24/0001098
GRAD OTOČAC;31.12.2024 1:00;Alarm Automatika d.o.o.;414,76;A01 1002A100207 Objekt u vlasništvu grada - Kuglana;323210 Usluge tekućeg i investicijskog održavanja građevinskih objekata;redovni servis vatrodojave 24/0001830
GRAD OTOČAC;20.8.2025 2:00;Alarm Automatika d.o.o.;414,76;A01 1002A100207 Objekt u vlasništvu grada - Kuglana;323210 Usluge tekućeg i investicijskog održavanja građevinskih objekata;redovni servis vatrodojave u kuglani 25/0001001
GRAD OTOČAC;24.1.2024 1:00;ALL SPORTS j.d.o.o.;356,16;A01 1001A100101 Redovan rad Gradonačelnika;329990 Ostali nespomenuti rashodi poslovanja;tisak i dresovi
GRAD OTOČAC;29.12.2023 1:00;ALPINA CRO d.o.o.;248,9;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;322710 Službena, radna i zaštitna odjeća i obuća;radna obuća 23/0002545
GRAD OTOČAC;3.10.2024 2:00;ALPINA CRO d.o.o.;213,63;A01 1002A100204 Redovan rad gradskog, administrativnog, tehničkog i stručnog osoblja;322710 Službena, radna i zaštitna odjeća i obuća;radna obuća 24/0001333
